id,claim,label,llama3-1-8B-pred_label,llama3-1-70B-pred_label,llama3-1-405B-pred_label,llama3-1-8B-ev_1,llama3-1-8B-ev_2,llama3-1-8B-ev_3,llama3-1-8B-ev_4,llama3-1-8B-ev_5,llama3-1-70B-ev_1,llama3-1-70B-ev_2,llama3-1-70B-ev_3,llama3-1-70B-ev_4,llama3-1-70B-ev_5,llama3-1-405B-ev_1,llama3-1-405B-ev_2,llama3-1-405B-ev_3,llama3-1-405B-ev_4,llama3-1-405B-ev_5,Predicted Labels Match
AuRED_133,Urgent: An American citizen disappears in central or southern Iraq under mysterious circumstances He works as a journalist,REFUTES,REFUTES,REFUTES,REFUTES,(1.0) Statement from Authority Account 'IraqiSpoxMOD': 'Some social media sites circulated news about (the disappearance of an American citizen in central or southern Iraq under mysterious circumstances working as a journalist) We confirm that this news is untrue and has no basis We also call on the media and bloggers to be accurate in conveying information and to find out real news exclusively from official sources ' ,,,,,(0.9) Statement from Authority Account 'IraqiSpoxMOD': 'Some social media sites circulated news about (the disappearance of an American citizen in central or southern Iraq under mysterious circumstances working as a journalist) We confirm that this news is untrue and has no basis We also call on the media and bloggers to be accurate in conveying information and to find out real news exclusively from official sources ' ,,,,,(1.0) Statement from Authority Account 'IraqiSpoxMOD': 'Some social media sites circulated news about (the disappearance of an American citizen in central or southern Iraq under mysterious circumstances working as a journalist) We confirm that this news is untrue and has no basis We also call on the media and bloggers to be accurate in conveying information and to find out real news exclusively from official sources ' ,,,,,Yes
AuRED_002,Further descent into the dirty swamp of normalization Hussein Al Jasmi participates in composing an Israeli song that begins with a message of thanks to the Emirates from the Israeli president in Tel Aviv for the ruins of our Palestinian villages that were wiped off the face of the earth You have lost you are a disgrace to us Arabism and religion are innocent of people like you Normalization high treason,REFUTES,SUPPORTS,REFUTES,REFUTES,(-0.9) Statement from Authority Account 'mayarabbas': ' The story of this hashtag is very simple Shame on you my body An Israeli band played an old melody by Hussein Al Jassmi 7sainaljassmi Those who are active in this hashtag are blinded by their hatred towards the Emirates and are living in blackness Here the same band sang for Umm Kulthum so is it a disgrace to the planet of the East as well ! Here the same band sang for Umm Kulthum Is it a disgrace to the planet of the East as well !' ,,,,,(0.8) Statement from Authority Account 'mayarabbas': ' The story of this hashtag is very simple Shame on you my body An Israeli band played an old melody by Hussein Al Jassmi 7sainaljassmi Those who are active in this hashtag are blinded by their hatred towards the Emirates and are living in blackness Here the same band sang for Umm Kulthum so is it a disgrace to the planet of the East as well ! Here the same band sang for Umm Kulthum Is it a disgrace to the planet of the East as well !' ,,,,,(0.8) Statement from Authority Account 'mayarabbas': ' The story of this hashtag is very simple Shame on you my body An Israeli band played an old melody by Hussein Al Jassmi 7sainaljassmi Those who are active in this hashtag are blinded by their hatred towards the Emirates and are living in blackness Here the same band sang for Umm Kulthum so is it a disgrace to the planet of the East as well ! Here the same band sang for Umm Kulthum Is it a disgrace to the planet of the East as well !' ,,,,,No
AuRED_051,Moroccan reports: Bakary Gassama referee of the return match between Al-Ahly and Wydad 195Sports,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.0) Statement from Authority Account 'AlAhlyTV': 'Sayed Abdel Hafeez: Referee Gomez presented a wonderful lesson in applying the law and intelligence ' ,(0.0) Statement from Authority Account 'AlAhlyTV': 'Nasser Abbas: Victor Gomez saved the match from the assistant's blunder and Marwan Mohsen's goal is true ' ,(0.0) Statement from Authority Account 'AlAhlyTV': 'Learn about the biography of referee Gomez referee of the Al-Ahly and Wydad match today YouTube: Sixth Africa Oh Ahly Alahlytv ' ,(0.0) Statement from Authority Account 'AlAhlyTV': ''The referee of the Al-Ahly and Wydad match a 'businessman' Malak and Writing reveals the details YouTube: King and Writing Alahlytv '' ,,(0.0) Statement from Authority Account 'AlAhlyTV': 'Sayed Abdel Hafeez: Referee Gomez presented a wonderful lesson in applying the law and intelligence ' ,(0.0) Statement from Authority Account 'AlAhlyTV': 'Nasser Abbas: Victor Gomez saved the match from the assistant's blunder and Marwan Mohsen's goal is true ' ,(0.8) Statement from Authority Account 'AlAhlyTV': 'Learn about the biography of referee Gomez referee of the Al-Ahly and Wydad match today YouTube: Sixth Africa Oh Ahly Alahlytv ' ,(0.8) Statement from Authority Account 'AlAhlyTV': ''The referee of the Al-Ahly and Wydad match a 'businessman' Malak and Writing reveals the details YouTube: King and Writing Alahlytv '' ,,(0.0) Statement from Authority Account 'AlAhlyTV': 'Sayed Abdel Hafeez: Referee Gomez presented a wonderful lesson in applying the law and intelligence ' ,(0.0) Statement from Authority Account 'AlAhlyTV': 'Nasser Abbas: Victor Gomez saved the match from the assistant's blunder and Marwan Mohsen's goal is true ' ,(0.8) Statement from Authority Account 'AlAhlyTV': 'Learn about the biography of referee Gomez referee of the Al-Ahly and Wydad match today YouTube: Sixth Africa Oh Ahly Alahlytv ' ,(0.7) Statement from Authority Account 'AlAhlyTV': ''The referee of the Al-Ahly and Wydad match a 'businessman' Malak and Writing reveals the details YouTube: King and Writing Alahlytv '' ,,No
AuRED_096,CAF notifies Al-Ahly that if the video technology malfunctions the match will not be stopped!! I swear I don't find a reason for us to continue this match and not really withdraw,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.9) Statement from Authority Account 'AlAhly': 'Al-Ahly has not received any correspondence from the Confederation of African Football regarding the cessation or possibility of stopping the VAR during the Champions League final tomorrow In fact CAF officials confirmed in the technical meeting for the match which ended a few minutes ago to Al-Ahly club representatives in the same meeting that the match would be held with the use of VAR technology without interruption ' ,(0.9) Statement from Authority Account 'AlAhlyTV': 'Al-Ahly requests insurance and Kaf confirms the work of video technology 10Sabah in Al-Ahly Alahlytv ' ,(-0.8) Statement from Authority Account 'AlAhlyTV': 'Islam Al-Shater is 'excited': What does it mean when the news is leaked that 'the mouse may not work' ! The response was quick from Al-Ahly in an official statement The Big House Ahly Men Have The Challenge Alahlytv sbjDYlP0o6'' ,(-0.8) Statement from Authority Account 'AlAhlyTV': 'Al-Ahly announces that it has not received any correspondence from the African Union regarding the possibility of stopping video technology Amir Hisham clarifies the details TheTrend Alahlytv ' ,,(0.9) Statement from Authority Account 'AlAhly': 'Al-Ahly has not received any correspondence from the Confederation of African Football regarding the cessation or possibility of stopping the VAR during the Champions League final tomorrow In fact CAF officials confirmed in the technical meeting for the match which ended a few minutes ago to Al-Ahly club representatives in the same meeting that the match would be held with the use of VAR technology without interruption ' ,(0.8) Statement from Authority Account 'AlAhlyTV': 'Al-Ahly requests insurance and Kaf confirms the work of video technology 10Sabah in Al-Ahly Alahlytv ' ,(-0.8) Statement from Authority Account 'AlAhlyTV': 'Islam Al-Shater is 'excited': What does it mean when the news is leaked that 'the mouse may not work' ! The response was quick from Al-Ahly in an official statement The Big House Ahly Men Have The Challenge Alahlytv sbjDYlP0o6'' ,(0.9) Statement from Authority Account 'AlAhlyTV': 'Al-Ahly announces that it has not received any correspondence from the African Union regarding the possibility of stopping video technology Amir Hisham clarifies the details TheTrend Alahlytv ' ,,(0.9) Statement from Authority Account 'AlAhly': 'Al-Ahly has not received any correspondence from the Confederation of African Football regarding the cessation or possibility of stopping the VAR during the Champions League final tomorrow In fact CAF officials confirmed in the technical meeting for the match which ended a few minutes ago to Al-Ahly club representatives in the same meeting that the match would be held with the use of VAR technology without interruption ' ,(0.7) Statement from Authority Account 'AlAhlyTV': 'Al-Ahly requests insurance and Kaf confirms the work of video technology 10Sabah in Al-Ahly Alahlytv ' ,(-0.7) Statement from Authority Account 'AlAhlyTV': 'Islam Al-Shater is 'excited': What does it mean when the news is leaked that 'the mouse may not work' ! The response was quick from Al-Ahly in an official statement The Big House Ahly Men Have The Challenge Alahlytv sbjDYlP0o6'' ,(0.8) Statement from Authority Account 'AlAhlyTV': 'Al-Ahly announces that it has not received any correspondence from the African Union regarding the possibility of stopping video technology Amir Hisham clarifies the details TheTrend Alahlytv ' ,,No
AuRED_149,Al-Sharq News: A former Israeli security official met in Ramallah with President Abbas yesterday Saturday The meeting comes in light of the explosive situation in the West Bank and Israeli talk about the weakness of the authority's grip on the Palestinian areas The newspaper added,REFUTES,SUPPORTS,REFUTES,REFUTES,(-0.9) Statement from Authority Account 'HusseinSheikhpl': 'What is rumored about the arrival of an Israeli official to the district yesterday and a meeting with Mr President is untrue ' ,,,,,(0.9) Statement from Authority Account 'HusseinSheikhpl': 'What is rumored about the arrival of an Israeli official to the district yesterday and a meeting with Mr President is untrue ' ,,,,,(0.9) Statement from Authority Account 'HusseinSheikhpl': 'What is rumored about the arrival of an Israeli official to the district yesterday and a meeting with Mr President is untrue ' ,,,,,No
AuRED_098,Guatemalan 'Mario Escobar' will officiate the meeting of the only Arab representative Egypt national team with Cameroon in the semi-finals of the African Nations next Thursday Al-Ghad TV Egypt Cameroon African Cup of Nations AFCON2021 ',REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.0) Statement from Authority Account 'EFA': ' Pictures from the national team's victory over Cameroon; And his rise to the final match … ️ ️ EFA ' ,(0.0) Statement from Authority Account 'EFA': ' Pictures from the national team's victory over Cameroon; And his rise to the final match ️ ️ EFA ' ,(0.0) Statement from Authority Account 'EFA': ' The Football Association protests the appointment of Gassama to manage the Cameroon match ️ ️ EFA ' ,,,(0.0) Statement from Authority Account 'EFA': ' Pictures from the national team's victory over Cameroon; And his rise to the final match … ️ ️ EFA ' ,(0.0) Statement from Authority Account 'EFA': ' Pictures from the national team's victory over Cameroon; And his rise to the final match ️ ️ EFA ' ,(0.8) Statement from Authority Account 'EFA': ' The Football Association protests the appointment of Gassama to manage the Cameroon match ️ ️ EFA ' ,,,(0.0) Statement from Authority Account 'EFA': ' Pictures from the national team's victory over Cameroon; And his rise to the final match … ️ ️ EFA ' ,(0.0) Statement from Authority Account 'EFA': ' Pictures from the national team's victory over Cameroon; And his rise to the final match ️ ️ EFA ' ,(0.8) Statement from Authority Account 'EFA': ' The Football Association protests the appointment of Gassama to manage the Cameroon match ️ ️ EFA ' ,,,No
AuRED_153,As I mentioned to you yesterday the aptitude test was canceled at the College of Engineering Kuwait University,REFUTES,REFUTES,REFUTES,REFUTES,(0.0) Statement from Authority Account 'K University': 'Kuwait University To view the guide to admission and transfer rules at Kuwait University please visit the following link: Kuwait University Admission Plan Sabah Al-Salem University City ' ,(0.9) Statement from Authority Account 'K University': 'Kuwait University Kuwait University: There is no truth to the information circulating regarding the cancellation of the academic aptitude tests in English and mathematics as a condition for admission to the Faculties of Engineering Petroleum and Administrative Sciences Kuwait University Sabah Al-Salem University City ' ,,,,(0.0) Statement from Authority Account 'K University': 'Kuwait University To view the guide to admission and transfer rules at Kuwait University please visit the following link: Kuwait University Admission Plan Sabah Al-Salem University City ' ,(0.9) Statement from Authority Account 'K University': 'Kuwait University Kuwait University: There is no truth to the information circulating regarding the cancellation of the academic aptitude tests in English and mathematics as a condition for admission to the Faculties of Engineering Petroleum and Administrative Sciences Kuwait University Sabah Al-Salem University City ' ,,,,(0.0) Statement from Authority Account 'K University': 'Kuwait University To view the guide to admission and transfer rules at Kuwait University please visit the following link: Kuwait University Admission Plan Sabah Al-Salem University City ' ,(0.9) Statement from Authority Account 'K University': 'Kuwait University Kuwait University: There is no truth to the information circulating regarding the cancellation of the academic aptitude tests in English and mathematics as a condition for admission to the Faculties of Engineering Petroleum and Administrative Sciences Kuwait University Sabah Al-Salem University City ' ,,,,Yes
AuRED_072,Urgent Jordan stops using the AstraZeneca vaccine and only gives the second dose to those who received the first,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'mohgovjordan': 'The Corona file official denies stopping the use of the AstraZeneca vaccine ' ,,,,,(0.9) Statement from Authority Account 'mohgovjordan': 'The Corona file official denies stopping the use of the AstraZeneca vaccine ' ,,,,,(0.9) Statement from Authority Account 'mohgovjordan': 'The Corona file official denies stopping the use of the AstraZeneca vaccine ' ,,,,,Yes
AuRED_138,The killing of a Qatari in Tunisia shakes the ancient city of Bizerte Tunisia,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.0) Statement from Authority Account 'QatarEmb Tunis': 'The Embassy of the State of Qatar in the Republic of Tunisia denies what was circulated in the media that the victim in the Bizerte incident holds Qatari citizenship and expresses its condolences to the victim's family and relatives ' ,,,,,(0.9) Statement from Authority Account 'QatarEmb Tunis': 'The Embassy of the State of Qatar in the Republic of Tunisia denies what was circulated in the media that the victim in the Bizerte incident holds Qatari citizenship and expresses its condolences to the victim's family and relatives ' ,,,,,(0.9) Statement from Authority Account 'QatarEmb Tunis': 'The Embassy of the State of Qatar in the Republic of Tunisia denies what was circulated in the media that the victim in the Bizerte incident holds Qatari citizenship and expresses its condolences to the victim's family and relatives ' ,,,,,No
AuRED_148,Breaking news about the return of Turkish civil aviation to using Syrian airspace in its flights after a 10-year hiatus,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'AlnqlWzart': ' Syrian Civil Aviation: There is no truth to the news circulating on some social media pages about the return of Turkish Civil Aviation to using Syrian airspace and the Syrian Civil Aviation has not received any request regarding this matter ' ,,,,,(0.9) Statement from Authority Account 'AlnqlWzart': ' Syrian Civil Aviation: There is no truth to the news circulating on some social media pages about the return of Turkish Civil Aviation to using Syrian airspace and the Syrian Civil Aviation has not received any request regarding this matter ' ,,,,,(0.9) Statement from Authority Account 'AlnqlWzart': ' Syrian Civil Aviation: There is no truth to the news circulating on some social media pages about the return of Turkish Civil Aviation to using Syrian airspace and the Syrian Civil Aviation has not received any request regarding this matter ' ,,,,,Yes
AuRED_128,Urgent and official: The Referees Committee of the Saudi Federation officially approves the implementation of 'Actual Playing Minutes' in the Saudi League Saudi Roshan League,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-1.0) Statement: 'The Referees Committee of the Saudi Federation approves the application of actual playing minutes similar to what was done in the FIFA World Cup Qatar 2022 ' ,,,,,(-0.9) Statement: 'The Referees Committee of the Saudi Federation approves the application of actual playing minutes similar to what was done in the FIFA World Cup Qatar 2022 ' ,,,,,(-0.9) Statement: 'The Referees Committee of the Saudi Federation approves the application of actual playing minutes similar to what was done in the FIFA World Cup Qatar 2022 ' ,,,,,Yes
AuRED_107,As expected Djahid Zvezif was elected president of the Algerian Football Federation The state appointed him as manager of the national team after the African Cup setback to prepare it and was waiting for the appropriate moment to oust Amara and appoint him especially with his good relationship with Belmadi,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-0.9) Statement from Authority Account 'FAFAlgeria': '• Mr Jahid Abdel Wahab Zvezif is elected President of the Algerian Football Federation Good luck and payment ' ,,,,,(-0.8) Statement from Authority Account 'FAFAlgeria': '• Mr Jahid Abdel Wahab Zvezif is elected President of the Algerian Football Federation Good luck and payment ' ,,,,,(-0.8) Statement from Authority Account 'FAFAlgeria': '• Mr Jahid Abdel Wahab Zvezif is elected President of the Algerian Football Federation Good luck and payment ' ,,,,,Yes
AuRED_110,Qatar: - Summoning the German ambassador and handing him a note of protest We express our disappointment complete rejection and denunciation of the statements made by Interior Minister Nancy Weiser regarding Qatar's right to host the 2022 World Cup They also called for clarifications regarding these statements,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-0.9) Statement from Authority Account 'MofaQatar AR': 'The Ministry of Foreign Affairs summons the German ambassador and hands him a note of protest regarding the Minister of Interior's statements about Qatar hosting the World Cup Qatar Foreign Affairs ' ,,,,,(-0.9) Statement from Authority Account 'MofaQatar AR': 'The Ministry of Foreign Affairs summons the German ambassador and hands him a note of protest regarding the Minister of Interior's statements about Qatar hosting the World Cup Qatar Foreign Affairs ' ,,,,,(-0.9) Statement from Authority Account 'MofaQatar AR': 'The Ministry of Foreign Affairs summons the German ambassador and hands him a note of protest regarding the Minister of Interior's statements about Qatar hosting the World Cup Qatar Foreign Affairs ' ,,,,,Yes
AuRED_121,Urgent: Storming of the headquarters of Channel 4 by the militias of the Sadrist movement in the capital Baghdad,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-0.8) Statement from Authority Account 'MAKadhimi': 'The attack on an Iraqi media outlet and the threat to the lives of its employees is a reprehensible act and represents the highest level of violation of the law and freedom of the press and does not fall within the framework of peaceful and legal practices and protests We directed that the perpetrators be held accountable and that protection for journalistic institutions be tightened ' ,(-0.8) Statement from Authority Account 'alrabiaatv': 'Journalists Syndicate on the Sadrists storming the Rabaa: Respect for freedom of expression must be guaranteed without obstacles from any party Details: Download the Rabaa app a new experience for following the news co GgbhFZDwIl' ,(-0.9) Statement from Authority Account 'alrabiaatv': 'The attack on Channel 4 a dangerous shift towards violations of press freedom and echoes of rejection of the illegal practices of Al-Sadr's followers Download the Al-4a application a new experience for following the news ' ,(0.0) Statement from Authority Account 'alrabiaatv': 'Representative Thaer Al-Jubouri denounced the storming of Al-Rabaa: Difference of opinion is resolved through legal means Details: Download the Al-Rabaa app a new experience for following the news ' ,(0.0) Statement from Authority Account 'alrabiaatv': 'Widespread condemnation The name (the fourth) occupies social networking sites and statements rejecting sabotage are loud Urgent details: Download the fourth application a new experience to follow the news ' ,(-0.8) Statement from Authority Account 'MAKadhimi': 'The attack on an Iraqi media outlet and the threat to the lives of its employees is a reprehensible act and represents the highest level of violation of the law and freedom of the press and does not fall within the framework of peaceful and legal practices and protests We directed that the perpetrators be held accountable and that protection for journalistic institutions be tightened ' ,(-0.8) Statement from Authority Account 'alrabiaatv': 'Journalists Syndicate on the Sadrists storming the Rabaa: Respect for freedom of expression must be guaranteed without obstacles from any party Details: Download the Rabaa app a new experience for following the news co GgbhFZDwIl' ,(-0.9) Statement from Authority Account 'alrabiaatv': 'The attack on Channel 4 a dangerous shift towards violations of press freedom and echoes of rejection of the illegal practices of Al-Sadr's followers Download the Al-4a application a new experience for following the news ' ,(-0.8) Statement from Authority Account 'alrabiaatv': 'Representative Thaer Al-Jubouri denounced the storming of Al-Rabaa: Difference of opinion is resolved through legal means Details: Download the Al-Rabaa app a new experience for following the news ' ,(0.0) Statement from Authority Account 'alrabiaatv': 'Widespread condemnation The name (the fourth) occupies social networking sites and statements rejecting sabotage are loud Urgent details: Download the fourth application a new experience to follow the news ' ,(-0.8) Statement from Authority Account 'MAKadhimi': 'The attack on an Iraqi media outlet and the threat to the lives of its employees is a reprehensible act and represents the highest level of violation of the law and freedom of the press and does not fall within the framework of peaceful and legal practices and protests We directed that the perpetrators be held accountable and that protection for journalistic institutions be tightened ' ,(0.0) Statement from Authority Account 'alrabiaatv': 'Journalists Syndicate on the Sadrists storming the Rabaa: Respect for freedom of expression must be guaranteed without obstacles from any party Details: Download the Rabaa app a new experience for following the news co GgbhFZDwIl' ,(-0.8) Statement from Authority Account 'alrabiaatv': 'The attack on Channel 4 a dangerous shift towards violations of press freedom and echoes of rejection of the illegal practices of Al-Sadr's followers Download the Al-4a application a new experience for following the news ' ,(0.0) Statement from Authority Account 'alrabiaatv': 'Representative Thaer Al-Jubouri denounced the storming of Al-Rabaa: Difference of opinion is resolved through legal means Details: Download the Al-Rabaa app a new experience for following the news ' ,(0.7) Statement from Authority Account 'alrabiaatv': 'Widespread condemnation The name (the fourth) occupies social networking sites and statements rejecting sabotage are loud Urgent details: Download the fourth application a new experience to follow the news ' ,Yes
AuRED_117,Iraq submits a complaint to the UN Security Council regarding the Turkish bombing in Dohuk Governorate,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-0.9) Statement from Authority Account 'DrAhmedAlSahhaf': ' The Minister of Foreign Affairs arrives in New York to attend the Security Council session Foreign Minister Fuad Hussein Fuad Hussein1 arrived in New York to attend the emergency session of the UN Security Council to discuss the Turkish aggression on Iraqi territory ' ,(-0.9) Statement from Authority Account 'DrAhmedAlSahhaf': 'Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate ' ,(-0.9) Statement from Authority Account 'DrAhmedAlSahhaf': ' The highest levels of diplomatic response will be taken starting with resorting to the Security Council as well as adopting all other measures decided in this regard Ministry of Foreign Affairs Baghdad 7 20 2022' ,(-0.8) Statement from Authority Account 'Iraqimofa': ' In its first session of the second legislative semester of the first legislative year headed by Mr Muhammad al-Halbousi and in the presence of 242 representatives the House of Representatives discussed the Turkish attacks on Iraqi territory in the presence of the Ministers of Foreign Affairs and Defense the Chief of Staff of the Army and the Deputy Commander of Joint Operations Details iq blog 2022 07 2' ,(-1.0) Statement from Authority Account 'Iraqimofa': 'Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate ' ,(-0.8) Statement from Authority Account 'DrAhmedAlSahhaf': ' The Minister of Foreign Affairs arrives in New York to attend the Security Council session Foreign Minister Fuad Hussein Fuad Hussein1 arrived in New York to attend the emergency session of the UN Security Council to discuss the Turkish aggression on Iraqi territory ' ,(-0.9) Statement from Authority Account 'DrAhmedAlSahhaf': 'Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate ' ,(-0.8) Statement from Authority Account 'DrAhmedAlSahhaf': ' The highest levels of diplomatic response will be taken starting with resorting to the Security Council as well as adopting all other measures decided in this regard Ministry of Foreign Affairs Baghdad 7 20 2022' ,(0.0) Statement from Authority Account 'Iraqimofa': ' In its first session of the second legislative semester of the first legislative year headed by Mr Muhammad al-Halbousi and in the presence of 242 representatives the House of Representatives discussed the Turkish attacks on Iraqi territory in the presence of the Ministers of Foreign Affairs and Defense the Chief of Staff of the Army and the Deputy Commander of Joint Operations Details iq blog 2022 07 2' ,(-0.9) Statement from Authority Account 'Iraqimofa': 'Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate ' ,(-0.8) Statement from Authority Account 'DrAhmedAlSahhaf': ' The Minister of Foreign Affairs arrives in New York to attend the Security Council session Foreign Minister Fuad Hussein Fuad Hussein1 arrived in New York to attend the emergency session of the UN Security Council to discuss the Turkish aggression on Iraqi territory ' ,(-0.9) Statement from Authority Account 'DrAhmedAlSahhaf': 'Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate ' ,(-0.8) Statement from Authority Account 'DrAhmedAlSahhaf': ' The highest levels of diplomatic response will be taken starting with resorting to the Security Council as well as adopting all other measures decided in this regard Ministry of Foreign Affairs Baghdad 7 20 2022' ,(0.0) Statement from Authority Account 'Iraqimofa': ' In its first session of the second legislative semester of the first legislative year headed by Mr Muhammad al-Halbousi and in the presence of 242 representatives the House of Representatives discussed the Turkish attacks on Iraqi territory in the presence of the Ministers of Foreign Affairs and Defense the Chief of Staff of the Army and the Deputy Commander of Joint Operations Details iq blog 2022 07 2' ,(-0.9) Statement from Authority Account 'Iraqimofa': 'Spokesman for the Ministry of Foreign Affairs Dr Ahmed Al-Sahhaf: The Ministry of Foreign Affairs directs a complaint to the UN Security Council and requests that an emergency session be held regarding the Turkish attack that resulted in a number of safe civilians being martyred and wounded in Dohuk Governorate ' ,Yes
AuRED_114,Kuwait discovers that a citizen returning from a neighboring country has been infected with cholera,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-1.0) Statement from Authority Account 'KUWAIT MOH': ''A citizen was diagnosed with cholera after returning to the country from a neighboring country '' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: ️ The situation in Kuwait is safe so there is no fear of an outbreak of the disease ️ The case that has been monitored is linked to travel abroad ️ Any person whose laboratory test results show that he is infected will be isolated and the treatment protocol will begin Ministry of Information Kuwait ' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: ️ Cholera vaccination is not given routinely ️ To avoid infection precautions and prevention methods must be followed when dealing with food and drink when traveling to endemic areas Kuwait Ministry of Information Kuwait ' ,(-0.9) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: Cholera is caused by a bacterial infection and is not transmitted through breathing Kuwait Ministry of Information News KUWAIT MOH ' ,(-0.9) Statement from Authority Account 'MOInformation': 'After monitoring the first case of cholera in the country Ministry of Health confirms that the chances of the disease spreading are unlikely Dr Muhammad Al-Saeedan - Director of the Public Health Department at the Ministry of Health Kuwait Ministry of Information Kuwait ' ,(-1.0) Statement from Authority Account 'KUWAIT MOH': ''A citizen was diagnosed with cholera after returning to the country from a neighboring country '' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: ️ The situation in Kuwait is safe so there is no fear of an outbreak of the disease ️ The case that has been monitored is linked to travel abroad ️ Any person whose laboratory test results show that he is infected will be isolated and the treatment protocol will begin Ministry of Information Kuwait ' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: ️ Cholera vaccination is not given routinely ️ To avoid infection precautions and prevention methods must be followed when dealing with food and drink when traveling to endemic areas Kuwait Ministry of Information Kuwait ' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: Cholera is caused by a bacterial infection and is not transmitted through breathing Kuwait Ministry of Information News KUWAIT MOH ' ,(0.0) Statement from Authority Account 'MOInformation': 'After monitoring the first case of cholera in the country Ministry of Health confirms that the chances of the disease spreading are unlikely Dr Muhammad Al-Saeedan - Director of the Public Health Department at the Ministry of Health Kuwait Ministry of Information Kuwait ' ,(-1.0) Statement from Authority Account 'KUWAIT MOH': ''A citizen was diagnosed with cholera after returning to the country from a neighboring country '' ,(0.8) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: ️ The situation in Kuwait is safe so there is no fear of an outbreak of the disease ️ The case that has been monitored is linked to travel abroad ️ Any person whose laboratory test results show that he is infected will be isolated and the treatment protocol will begin Ministry of Information Kuwait ' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: ️ Cholera vaccination is not given routinely ️ To avoid infection precautions and prevention methods must be followed when dealing with food and drink when traveling to endemic areas Kuwait Ministry of Information Kuwait ' ,(0.0) Statement from Authority Account 'MOInformation': 'The official spokesman for the Ministry of Health Dr Abdullah Al-Sanad: Cholera is caused by a bacterial infection and is not transmitted through breathing Kuwait Ministry of Information News KUWAIT MOH ' ,(-0.8) Statement from Authority Account 'MOInformation': 'After monitoring the first case of cholera in the country Ministry of Health confirms that the chances of the disease spreading are unlikely Dr Muhammad Al-Saeedan - Director of the Public Health Department at the Ministry of Health Kuwait Ministry of Information Kuwait ' ,Yes
AuRED_065,Avichai Adraee says our battle is with the Muslim Brotherhood Help us Arab brothers: Who among you is with them and who among you does not stand with them in their war with Muslims,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_062,Erdogan: We will teach the glorious June 30 revolution in Turkish universities starting next academic year because it is a people's revolution that was strongly protected by the Egyptian army I hope you will be satisfied with me Sisi,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
